CustomerAccountNumber,TotalAmount,AvgAmount,TransactionCount,AvgBalance
CUST88623769881,2374.67,2374.67,1,128399.89
CUST88626031646,3513.32,3513.32,1,87330.71
CUST88626531117,187.2,187.2,1,247949.9
CUST88630721038,913.97,913.97,1,98794.62
CUST88631742148,476.29,476.29,1,254709.76
CUST88633932438,4680.44,4680.44,1,338331.91
CUST88637122825,172.2,172.2,1,491650.67
CUST88644977753,1840.79,1840.79,1,22994.13
CUST88649003229,424.11,424.11,1,260778.81
CUST88664520608,8151.56,8151.56,1,463462.25
CUST88665430603,107.33,107.33,1,307577.23
CUST88672305428,279.99,279.99,1,21119.24
CUST88677611320,1004.66,1004.66,1,427828.86
CUST88686232978,740.31,740.31,1,327670.53
CUST88695274212,54.2,54.2,1,216560.15
CUST88696365866,1436.84,1436.84,1,332961.05
CUST88706720957,239.02,239.02,1,39485.49
CUST88707216187,1731.29,1731.29,1,107801.85
CUST88710463179,183.79,183.79,1,316146.16
CUST88714499843,6352.44,6352.44,1,214275.84
CUST88716002435,344.32,344.32,1,310409.42
CUST88718432141,1694.55,1694.55,1,356787.31
CUST88718479650,445.0,445.0,1,283484.42
CUST88719341132,181.22,181.22,1,430786.23
CUST88722735083,1067.27,1067.27,1,33453.63
CUST88724544874,578.42,578.42,1,374128.38
CUST88726250941,363.48,363.48,1,267028.22
CUST88728801675,65.64,65.64,1,143088.44
CUST88742277415,499.46,499.46,1,99875.3
CUST88755545374,80.07,80.07,1,408168.15
CUST88758393497,5158.08,5158.08,1,228983.06
CUST88768093465,268.11,268.11,1,108415.67
CUST88769714855,4078.35,4078.35,1,46710.69
CUST88772226714,1732.85,1732.85,1,275403.48
CUST88772650315,2975.56,2975.56,1,164656.71
CUST88772828232,2078.22,2078.22,1,146456.31
CUST88775215247,661.13,661.13,1,29214.17
CUST88781143741,4264.1,4264.1,1,123830.68
CUST88782728914,134.32,134.32,1,67908.35
CUST88789446237,534.13,534.13,1,268256.94
CUST88796727206,1218.17,1218.17,1,73488.82
CUST88798267942,9225.23,9225.23,1,229624.01
CUST88798546871,557.89,557.89,1,361761.76
CUST88800421018,614.89,614.89,1,492941.29
CUST88801682604,9247.99,9247.99,1,154303.77
CUST88811195835,8223.26,8223.26,1,234823.91
CUST88830848479,3931.28,3931.28,1,499103.56
CUST88836348025,2134.66,2134.66,1,143685.21
CUST88841211155,290.26,290.26,1,315635.35
CUST88843367489,4886.27,4886.27,1,314726.8
CUST88845562701,2756.99,2756.99,1,404086.06
CUST88846184208,2108.55,2108.55,1,252892.24
CUST88846733075,116.36,116.36,1,24446.47
CUST88861672432,2224.0,2224.0,1,501038.39
CUST88861760239,622.68,622.68,1,83382.25
CUST88862969771,2361.04,2361.04,1,382539.39
CUST88864020256,1568.76,1568.76,1,125880.79
CUST88867966376,947.53,947.53,1,53201.87
CUST88872584612,1096.6,1096.6,1,272332.97
CUST88872630284,3099.81,3099.81,1,345527.53
CUST88872838237,4388.43,4388.43,1,76427.62
CUST88874596913,303.22,303.22,1,2169.03
CUST88887048699,5065.91,5065.91,1,138440.0
CUST88888111787,85.04,85.04,1,249014.15
CUST88902616443,2269.48,2269.48,1,396440.04
CUST88908188804,108.1,108.1,1,294251.79
CUST88908482030,893.2,893.2,1,475464.16
CUST88915985064,1476.44,1476.44,1,8471.17
CUST88923510797,123.18,123.18,1,243134.08
CUST88926041122,1139.38,1139.38,1,146538.34
CUST88927403516,571.86,571.86,1,292196.6
CUST88936260316,1313.02,1313.02,1,290082.78
CUST88936358721,8177.7,8177.7,1,37792.99
CUST88945333122,236.67,236.67,1,490822.7
CUST88945800698,751.7,751.7,1,319452.14
CUST88959969742,1033.2,1033.2,1,145578.54
CUST88975140246,571.5,571.5,1,419342.29
CUST88975447172,631.56,631.56,1,267134.58
CUST88976569682,1127.55,1127.55,1,72951.58
CUST88976931526,785.52,785.52,1,471626.59
CUST88976983481,379.74,379.74,1,154812.22
CUST88986081397,820.41,820.41,1,7371.34
CUST88992028134,6073.06,6073.06,1,419870.02
CUST88992224115,367.67,367.67,1,75441.31
CUST88993611668,501.36,501.36,1,118607.73
CUST88998305032,118.48,118.48,1,105523.92
CUST89012143149,187.05,187.05,1,2066.08
CUST89023506408,268.93,268.93,1,288852.57
CUST89026669352,1413.59,1413.59,1,162340.49
CUST89032048570,306.99,306.99,1,377066.9
CUST89032483284,702.89,702.89,1,460998.16
CUST89032975084,641.54,641.54,1,254619.01
CUST89034565542,210.81,210.81,1,274349.52
CUST89039043167,1749.05,1749.05,1,131332.82
CUST89040248750,27.75,27.75,1,22591.97
CUST89040741936,375.54,375.54,1,408931.02
CUST89044919992,437.48,437.48,1,341821.97
CUST89050809978,288.29,288.29,1,334873.07
CUST89053384296,363.78,363.78,1,271572.25
CUST89054159875,1096.0,1096.0,1,393392.27
CUST89078169879,252.45,252.45,1,38706.69
CUST89078783883,292.33,292.33,1,308770.02
CUST89079073190,1614.68,1614.68,1,327034.32
CUST89082535925,133.18,133.18,1,428513.65
CUST89083696617,340.37,340.37,1,30206.31
CUST89084503295,3706.11,3706.11,1,178164.84
CUST89085807488,542.17,542.17,1,432033.06
CUST89093992882,782.18,782.18,1,4170.7
CUST89101897944,3009.08,3009.08,1,87023.73
CUST89107120402,27186.47,27186.47,1,364085.23
CUST89117557853,4776.98,4776.98,1,431144.81
CUST89118547379,546.02,546.02,1,308777.45
CUST89141155511,480.28,480.28,1,441215.1
CUST89159281796,686.08,686.08,1,15798.11
CUST89159705174,564.15,564.15,1,6067.55
CUST89160064079,213.19,213.19,1,498938.52
CUST89164062698,1161.45,1161.45,1,363090.99
CUST89165450461,67.94,67.94,1,327542.43
CUST89168085473,432.61,432.61,1,60854.45
CUST89174726417,765.76,765.76,1,318758.75
CUST89183958913,268.08,268.08,1,498617.96
CUST89189522435,2149.72,2149.72,1,366975.53
CUST89191083771,201.19,201.19,1,486766.54
CUST89203415140,320.91,320.91,1,310106.65
CUST89219902508,88.65,88.65,1,36270.24
CUST89220763525,319.92,319.92,1,378159.69
CUST89234660291,544.67,544.67,1,275455.5
CUST89239332176,1779.06,1779.06,1,244490.35
CUST89246683523,485.5,485.5,1,4946.35
CUST89251231095,319.71,319.71,1,244492.13
CUST89253522632,1669.13,1669.13,1,384164.1
CUST89253684058,311.59,311.59,1,83593.46
CUST89267065262,112.98,112.98,1,250272.21
CUST89273591737,240.7,240.7,1,269026.0
CUST89274068612,151.15,151.15,1,98934.64
CUST89274293281,1799.09,1799.09,1,115829.91
CUST89277989991,314.09,314.09,1,197001.93
CUST89278472191,147.96,147.96,1,379228.71
CUST89281214777,241.09,241.09,1,430957.71
CUST89282348140,438.08,438.08,1,487614.48
CUST89282809382,177.17,177.17,1,291156.73
CUST89286773595,1461.02,1461.02,1,141647.62
CUST89289704904,2458.08,2458.08,1,292047.74
CUST89291023175,667.78,667.78,1,206704.57
CUST89295947512,692.95,692.95,1,147150.09
CUST89296651595,3256.97,3256.97,1,101645.86
CUST89297520880,199.12,199.12,1,242131.7
CUST89306028012,414.19,414.19,1,426462.87
CUST89307775056,33640.24,33640.24,1,329749.72
CUST89317744970,3013.37,3013.37,1,344170.13
CUST89324485777,398.98,398.98,1,391107.66
CUST89324749119,1693.54,1693.54,1,255512.07
CUST89331060267,1892.29,1892.29,1,411695.44
CUST89336634320,226.31,226.31,1,184529.46
CUST89343594881,5887.25,5887.25,1,91453.78
CUST89348139525,910.43,910.43,1,365059.99
CUST89349841597,930.51,930.51,1,156434.7
CUST89355185277,63.04,63.04,1,272345.49
CUST89363310596,197.64,197.64,1,292408.03
CUST89365486241,864.19,864.19,1,16763.14
CUST89369050494,1445.48,1445.48,1,483895.3
CUST89369760805,1934.05,1934.05,1,153181.4
CUST89372099670,121.58,121.58,1,197579.0
CUST89376048353,665.53,665.53,1,22631.03
CUST89376325087,10004.62,10004.62,1,482785.99
CUST89384345883,3832.23,3832.23,1,243995.91
CUST89391092901,2093.54,2093.54,1,275553.63
CUST89392920935,1530.24,1530.24,1,170317.65
CUST89396535174,288.64,288.64,1,227650.64
CUST89402535351,8797.67,8797.67,1,117674.21
CUST89403444654,10104.65,10104.65,1,473767.52
CUST89406070327,232.95,232.95,1,96140.58
CUST89410744263,274.65,274.65,1,321513.27
CUST89411208210,2136.86,2136.86,1,345353.66
CUST89412866465,868.3,868.3,1,38069.33
CUST89416846930,194.79,194.79,1,482706.09
CUST89420075710,2530.68,2530.68,1,55686.2
CUST89425541465,2489.65,2489.65,1,330478.82
CUST89427145227,624.92,624.92,1,161936.47
CUST89430738357,1571.62,1571.62,1,424608.38
CUST89431824707,569.75,569.75,1,181476.99
CUST89434093541,2403.1,2403.1,1,194812.73
CUST89436519399,11796.82,11796.82,1,88234.75
CUST89441377402,241.02,241.02,1,308693.48
CUST89442556781,923.81,923.81,1,265667.33
CUST89449127628,1492.39,1492.39,1,480651.53
CUST89450025161,1388.59,1388.59,1,99523.81
CUST89450244861,1564.89,1564.89,1,471236.9
CUST89451793192,1201.3,1201.3,1,404995.21
CUST89452933024,944.51,944.51,1,364882.69
CUST89455748741,209.76,209.76,1,30473.19
CUST89455826908,586.74,586.74,1,473664.41
CUST89459862245,927.97,927.97,1,237873.27
CUST89460500408,999.16,999.16,1,286117.33
CUST89461781512,405.5,405.5,1,200769.08
CUST89462193026,666.3,666.3,1,364335.43
CUST89463794232,265.8,265.8,1,343827.38
CUST89467904776,6965.59,6965.59,1,271199.18
CUST89468733411,3306.81,3306.81,1,30906.8
CUST89473035356,2141.04,2141.04,1,9036.2
CUST89474630210,713.2,713.2,1,339362.2
CUST89479323728,7748.24,7748.24,1,62556.88
CUST89483930095,299.34,299.34,1,281673.87
CUST89485696855,189.25,189.25,1,23268.48
CUST89497273354,257.58,257.58,1,221747.4
CUST89498799371,1813.96,1813.96,1,68150.09
CUST89504060096,599.05,599.05,1,34289.27
CUST89516640749,756.1,756.1,1,429852.34
CUST89518650655,597.56,597.56,1,53296.12
CUST89524576716,234.18,234.18,1,353452.5
CUST89530106031,2791.9,2791.9,1,185756.59
CUST89531187534,722.3,722.3,1,363011.44
CUST89539049199,10999.1,10999.1,1,211149.74
CUST89542626400,485.88,485.88,1,306124.01
CUST89544611638,1517.99,1517.99,1,382662.5
CUST89554894219,1443.71,1443.71,1,227948.87
CUST89558079016,28.71,28.71,1,417595.32
CUST89558195583,85.83,85.83,1,246872.98
CUST89562697604,103.03,103.03,1,444639.82
CUST89565715540,1291.9,1291.9,1,233414.07
CUST89568636729,10088.93,10088.93,1,59952.96
CUST89576270968,1364.09,1364.09,1,404092.0
CUST89579018400,1091.69,1091.69,1,178427.23
CUST89587975074,7832.27,7832.27,1,480447.18
CUST89588400274,115.47,115.47,1,31792.02
CUST89596774688,2351.84,2351.84,1,367192.93
CUST89597051108,76.91,76.91,1,156361.58
CUST89599555474,540.31,540.31,1,322853.07
CUST89603307358,2781.6,2781.6,1,139945.02
CUST89609372121,339.11,339.11,1,140241.32
CUST89610217951,268.59,268.59,1,215492.92
CUST89612448283,214.24,214.24,1,404274.02
CUST89621135142,1113.68,1113.68,1,129131.96
CUST89623624450,995.12,995.12,1,173171.22
CUST89636391132,301.13,301.13,1,83937.36
CUST89637276883,194.85,194.85,1,72802.49
CUST89643784571,453.25,453.25,1,316915.74
CUST89646501158,291.4,291.4,1,356140.47
CUST89650248661,559.53,559.53,1,4999.13
CUST89654129511,33682.24,33682.24,1,247958.56
CUST89655814861,764.25,764.25,1,411489.85
CUST89659629631,1297.01,1297.01,1,350061.81
CUST89667986181,1747.08,1747.08,1,192204.55
CUST89670952649,863.54,863.54,1,22748.62
CUST89676473655,351.09,351.09,1,1346.38
CUST89679643288,8544.97,8544.97,1,265897.11
CUST89686535712,3696.03,3696.03,1,424482.12
CUST89689377307,624.91,624.91,1,477530.37
CUST89693312352,235.62,235.62,1,350858.4
CUST89694673547,256.62,256.62,1,451977.75
CUST89695614835,1277.11,1277.11,1,287655.0
CUST89705257253,502.95,502.95,1,302164.5
CUST89706636347,257.87,257.87,1,37811.28
CUST89709188608,193.01,193.01,1,474780.26
CUST89714856210,3329.57,3329.57,1,426088.12
CUST89718352998,1944.79,1944.79,1,154590.89
CUST89721140606,681.94,681.94,1,437556.6
CUST89724365941,431.65,431.65,1,401963.31
CUST89730344134,410.51,410.51,1,47100.19
CUST89734747435,844.29,844.29,1,396389.21
CUST89740448027,54.68,54.68,1,203597.84
CUST89749402418,196.24,196.24,1,75373.35
CUST89749989236,1406.95,1406.95,1,46769.07
CUST89755059841,3227.27,3227.27,1,64298.51
CUST89755082781,81.93,81.93,1,384933.81
CUST89755429241,52.92,52.92,1,124029.7
CUST89760546545,900.6,900.6,1,77040.78
CUST89773487375,1402.52,1402.52,1,86115.95
CUST89773854678,252.65,252.65,1,335759.92
CUST89774365907,1314.7,1314.7,1,86102.37
CUST89789094966,569.42,569.42,1,41310.53
CUST89791232196,692.26,692.26,1,74264.43
CUST89792772498,77.78,77.78,1,408838.44
CUST89796115196,10861.17,10861.17,1,306643.52
CUST89796437406,480.84,480.84,1,446110.8
CUST89797588039,3300.76,3300.76,1,40971.87
CUST89801683541,849.86,849.86,1,301184.68
CUST89802837968,240.56,240.56,1,338993.09
CUST89808892928,312.05,312.05,1,303365.03
CUST89809363331,582.07,582.07,1,402578.57
CUST89820896909,60.32,60.32,1,254118.29
CUST89823732519,7084.4,7084.4,1,165759.88
CUST89826522268,1434.76,1434.76,1,293376.17
CUST89828777721,544.67,544.67,1,98335.48
CUST89829473138,205.88,205.88,1,70062.96
CUST89832618154,388.47,388.47,1,444850.19
CUST89836731907,972.53,972.53,1,61191.86
CUST89836983891,4351.57,4351.57,1,280182.92
CUST89837723729,3413.99,3413.99,1,283915.26
CUST89840742502,666.01,666.01,1,210009.25
CUST89841024986,170.77,170.77,1,329118.31
CUST89841154731,3720.64,3720.64,1,378129.73
CUST89841175510,515.57,515.57,1,408516.53
CUST89847105171,151.07,151.07,1,153978.75
CUST89847691504,144.14,144.14,1,174377.13
CUST89848408715,2077.2,2077.2,1,4849.69
CUST89858863604,622.34,622.34,1,71876.71
CUST89860108994,8302.05,8302.05,1,59266.73
CUST89863184534,249.68,249.68,1,222737.93
CUST89865484616,572.47,572.47,1,366057.71
CUST89869170023,897.48,897.48,1,103367.57
CUST89880627050,248.76,248.76,1,387044.7
CUST89881906612,204.76,204.76,1,426495.48
CUST89885596182,546.21,546.21,1,79440.54
CUST89890659544,1547.71,1547.71,1,204750.29
CUST89892861732,1973.09,1973.09,1,289539.31
CUST89897752253,2210.06,2210.06,1,110770.46
CUST89898144825,64.67,64.67,1,44940.69
CUST89902116839,343.53,343.53,1,110654.84
CUST89906275235,1996.69,1996.69,1,82638.53
CUST89908751183,280.7,280.7,1,489700.37
CUST89913851523,577.78,577.78,1,477620.31
CUST89917583047,400.92,400.92,1,29887.67
CUST89922020851,10410.15,10410.15,1,130891.92
CUST89926679980,1645.41,1645.41,1,144082.36
CUST89927597719,1893.72,1893.72,1,425051.18
CUST89929855375,616.59,616.59,1,55872.27
CUST89935658120,2023.05,2023.05,1,88425.43
CUST89938856142,2638.54,2638.54,1,398627.91
CUST89938954740,381.13,381.13,1,301185.57
CUST89945181581,51.98,51.98,1,92812.85
CUST89945312454,2313.1,2313.1,1,109658.79
CUST89946521296,11074.08,11074.08,1,81778.39
CUST89951549403,2550.93,2550.93,1,132818.31
CUST89954347897,1189.2,1189.2,1,209782.06
CUST89955411273,1207.56,1207.56,1,495459.86
CUST89955917352,1024.48,1024.48,1,157149.82
CUST89971926914,399.03,399.03,1,27278.53
CUST89990631167,361.7,361.7,1,167625.97
CUST89992503419,93.4,93.4,1,207515.41
CUST90005212037,9891.65,9891.65,1,454140.9
CUST90005417288,837.84,837.84,1,114087.53
CUST90005878657,264.51,264.51,1,468938.75
CUST90007148889,698.24,698.24,1,194751.33
CUST90008466508,2361.8,2361.8,1,69312.09
CUST90009405215,1258.3,1258.3,1,349708.36
CUST90019151207,99.68,99.68,1,67115.99
CUST90024045583,1266.44,1266.44,1,156676.03
CUST90028793491,336.22,336.22,1,57149.21
CUST90038363312,877.57,877.57,1,202576.09
CUST90041251192,544.62,544.62,1,86053.1
CUST90042355984,1285.7,1285.7,1,395988.23
CUST90051884278,166.33,166.33,1,432362.3
CUST90056771353,1040.49,1040.49,1,248022.11
CUST90058137365,2288.18,2288.18,1,346970.2
CUST90060706050,1288.58,1288.58,1,110204.86
CUST90064625201,1220.22,1220.22,1,59317.13
CUST90064676370,844.21,844.21,1,71319.3
CUST90066739440,570.22,570.22,1,278044.13
CUST90072960800,558.46,558.46,1,180763.09
CUST90075190057,219.09,219.09,1,298730.93
CUST90077735060,3035.38,3035.38,1,344570.73
CUST90079765049,451.16,451.16,1,14115.1
CUST90087202822,214.74,214.74,1,204127.07
CUST90087702748,1964.96,1964.96,1,449926.86
CUST90087957751,3740.94,3740.94,1,154397.38
CUST90090127007,3325.91,3325.91,1,195107.06
CUST90091141362,163.8,163.8,1,102793.58
CUST90097671542,1342.94,1342.94,1,308667.55
CUST90105927633,20536.45,20536.45,1,347819.64
CUST90106244142,739.38,739.38,1,60514.03
CUST90107051649,322.32,322.32,1,492030.44
CUST90110610049,152.8,152.8,1,81778.0
CUST90116063263,107.26,107.26,1,269047.67
CUST90116272176,1766.7,1766.7,1,395491.49
CUST90127863124,196.65,196.65,1,483492.16
CUST90149052871,520.48,520.48,1,392379.89
CUST90158390644,1941.61,1941.61,1,104217.95
CUST90168713865,1434.39,1434.39,1,255210.89
CUST90172926244,3221.31,3221.31,1,44627.21
CUST90176668415,2410.21,2410.21,1,280874.37
CUST90179837564,11557.17,11557.17,1,332908.29
CUST90179980037,153.98,153.98,1,486850.44
CUST90183825779,389.88,389.88,1,442907.4
CUST90191348654,465.12,465.12,1,78349.34
CUST90193973613,123.24,123.24,1,96371.7
CUST90195066002,1594.45,1594.45,1,368518.09
CUST90207286341,742.42,742.42,1,280653.19
CUST90207812878,783.09,783.09,1,209063.66
CUST90216162155,498.72,498.72,1,323128.16
CUST90226142211,792.16,792.16,1,497966.54
CUST90228358184,446.93,446.93,1,307157.5
CUST90228678526,4506.09,4506.09,1,214034.84
CUST90232333864,2869.97,2869.97,1,176800.0
CUST90236406544,3930.42,3930.42,1,223092.43
CUST90247461963,5634.66,5634.66,1,255633.85
CUST90250727300,409.01,409.01,1,491525.32
CUST90252727069,262.2,262.2,1,382408.75
CUST90253551261,957.2,957.2,1,325171.18
CUST90270761361,1582.68,1582.68,1,474987.68
CUST90274767689,3318.69,3318.69,1,190049.73
CUST90280240877,155.97,155.97,1,147799.37
CUST90294877588,174.92,174.92,1,16087.3
CUST90296456648,455.83,455.83,1,368073.55
CUST90303426798,220.37,220.37,1,440563.71
CUST90304855011,151.48,151.48,1,97828.72
CUST90306616249,421.8,421.8,1,106210.17
CUST90312743893,336.66,336.66,1,112834.89
CUST90313138806,319.65,319.65,1,321758.01
CUST90314539215,425.44,425.44,1,390911.0
CUST90316163720,86.35,86.35,1,269582.24
CUST90320747841,221.85,221.85,1,159333.46
CUST90321615410,1744.32,1744.32,1,161503.96
CUST90326624965,247.42,247.42,1,4995.16
CUST90327365863,406.33,406.33,1,496546.11
CUST90330845491,428.39,428.39,1,485831.43
CUST90332828733,3157.76,3157.76,1,333004.83
CUST90333907124,103.39,103.39,1,163226.24
CUST90343594850,1323.65,1323.65,1,326661.64
CUST90346031797,3205.16,3205.16,1,289415.25
CUST90352411497,17331.6,17331.6,1,356477.9
CUST90352472805,753.0,753.0,1,370964.25
CUST90352484065,1552.73,1552.73,1,330423.21
CUST90353425614,72.49,72.49,1,266565.09
CUST90359293782,96.96,96.96,1,116962.88
CUST90360696081,380.51,380.51,1,57622.84
CUST90363296935,742.49,742.49,1,422241.36
CUST90367036425,615.78,615.78,1,335748.77
CUST90368624134,1305.24,1305.24,1,173535.59
CUST90371264194,1204.22,1204.22,1,112431.0
CUST90376084339,400.83,400.83,1,249992.02
CUST90391406062,2545.62,2545.62,1,302863.07
CUST90393734197,927.16,927.16,1,30640.47
CUST90395447821,13003.67,13003.67,1,331875.84
CUST90400564740,8228.24,8228.24,1,106556.9
CUST90410621761,727.96,727.96,1,487144.02
CUST90412238052,1143.16,1143.16,1,186839.58
CUST90413566084,3346.25,3346.25,1,417511.29
CUST90420116101,355.95,355.95,1,429145.9
CUST90421473800,208.69,208.69,1,461429.0
CUST90425093781,898.86,898.86,1,320234.96
CUST90430863110,1036.26,1036.26,1,286193.65
CUST90435770293,362.33,362.33,1,82208.43
CUST90439055466,743.47,743.47,1,41888.89
CUST90445406110,997.96,997.96,1,398192.15
CUST90447205192,988.28,988.28,1,440767.53
CUST90461645687,3000.96,3000.96,1,94329.35
CUST90470091114,4891.46,4891.46,1,269476.35
CUST90474938099,1325.84,1325.84,1,133779.82
CUST90475003870,433.0,433.0,1,150818.43
CUST90476174705,1208.48,1208.48,1,386103.54
CUST90482596860,602.31,602.31,1,98293.67
CUST90493016711,114.24,114.24,1,489790.87
CUST90511887815,565.86,565.86,1,39134.05
CUST90515612598,205.03,205.03,1,366458.78
CUST90517730046,130.52,130.52,1,333314.37
CUST90533574440,253.03,253.03,1,230949.05
CUST90552684818,509.74,509.74,1,111882.24
CUST90557127036,8355.07,8355.07,1,50049.13
CUST90558778407,5912.92,5912.92,1,470910.57
CUST90563329182,7598.77,7598.77,1,359605.17
CUST90566851819,37.31,37.31,1,39156.89
CUST90567432266,690.55,690.55,1,297168.27
CUST90569470494,940.13,940.13,1,45164.83
CUST90570802419,411.34,411.34,1,160680.78
CUST90574926884,23346.89,23346.89,1,262592.96
CUST90581520921,520.59,520.59,1,376240.63
CUST90588634345,670.5,670.5,1,441614.72
CUST90598248956,1806.25,1806.25,1,190061.92
CUST90601615206,1539.91,1539.91,1,379237.93
CUST90605090737,1993.32,1993.32,1,428587.78
CUST90606902132,844.74,844.74,1,487728.19
CUST90608068308,1013.08,1013.08,1,314431.46
CUST90613380922,246.5,246.5,1,296541.41
CUST90623936965,584.62,584.62,1,138443.93
CUST90625748186,322.62,322.62,1,183220.88
CUST90630857162,6861.93,6861.93,1,460508.22
CUST90646414783,731.05,731.05,1,225991.42
CUST90653245473,4707.15,4707.15,1,242693.18
CUST90663832502,4352.69,4352.69,1,60453.86
CUST90665924889,234.66,234.66,1,336883.14
CUST90669603282,253.94,253.94,1,294686.45
CUST90672931831,621.34,621.34,1,367361.49
CUST90677508713,795.23,795.23,1,338126.89
CUST90677933283,1168.18,1168.18,1,30432.48
CUST90678042060,4976.34,4976.34,1,265287.86
CUST90694961925,1787.27,1787.27,1,180597.36
CUST90700086048,1017.55,1017.55,1,454109.99
CUST90701254053,201.32,201.32,1,450982.79
CUST90701353184,1165.96,1165.96,1,469161.78
CUST90706424319,1282.91,1282.91,1,473956.86
CUST90708170838,47.09,47.09,1,312494.85
CUST90710821670,969.75,969.75,1,130055.38
CUST90711249390,216.98,216.98,1,126211.94
CUST90716992255,996.08,996.08,1,169710.32
CUST90717157681,653.38,653.38,1,180166.56
CUST90721091598,483.06,483.06,1,373417.35
CUST90725395537,10511.89,10511.89,1,123134.05
CUST90734222152,1054.81,1054.81,1,161593.14
CUST90746651487,23058.72,23058.72,1,144911.37
CUST90754028270,737.82,737.82,1,215888.54
CUST90757009939,1313.15,1313.15,1,4120.79
CUST90758611209,266.46,266.46,1,379648.12
CUST90759419676,635.6,635.6,1,473162.42
CUST90759997967,1317.04,1317.04,1,406387.33
CUST90766560175,3261.79,3261.79,1,210413.64
CUST90775985482,228.99,228.99,1,248983.29
CUST90778434761,349.2,349.2,1,106071.67
CUST90781033351,137.49,137.49,1,52477.94
CUST90783420838,1433.99,1433.99,1,476417.64
CUST90798061188,431.85,431.85,1,494580.93
CUST90803418429,291.47,291.47,1,321593.35
CUST90809546825,2946.96,2946.96,1,17125.88
CUST90812701909,583.28,583.28,1,163018.24
CUST90816467497,9093.3,9093.3,1,488231.9
CUST90818590752,1112.33,1112.33,1,35563.36
CUST90820301669,243.05,243.05,1,370931.61
CUST90829936952,694.33,694.33,1,239581.85
CUST90834844682,136.66,136.66,1,185459.47
CUST90840633678,8211.96,8211.96,1,245626.14
CUST90843802468,344.44,344.44,1,133852.76
CUST90844879035,1329.13,1329.13,1,126041.52
CUST90847339505,287.42,287.42,1,440906.33
CUST90850618695,1334.75,1334.75,1,93957.85
CUST90854438374,1672.68,1672.68,1,302088.07
CUST90855012437,55.43,55.43,1,141386.55
CUST90867196440,56.88,56.88,1,3206.75
CUST90868553132,920.46,920.46,1,17558.17
CUST90871168111,368.88,368.88,1,336630.48
CUST90872150311,394.13,394.13,1,316995.5
CUST90873551904,3076.25,3076.25,1,393450.79
CUST90875672429,360.57,360.57,1,359866.57
CUST90881140358,1387.94,1387.94,1,153722.94
CUST90891021250,1545.46,1545.46,1,119783.9
CUST90893443768,343.68,343.68,1,30451.0
CUST90899117590,1698.01,1698.01,1,54645.53
CUST90904917173,1978.56,1978.56,1,31932.95
CUST90912774236,279.77,279.77,1,193752.52
CUST90916552917,292.33,292.33,1,59795.99
CUST90936050881,1493.23,1493.23,1,454404.63
CUST90937736416,79.39,79.39,1,125737.92
CUST90940851922,1074.55,1074.55,1,386123.12
CUST90954625923,1073.3,1073.3,1,336658.35
CUST90958315613,186.02,186.02,1,326171.22
CUST90959190766,172.34,172.34,1,213553.3
CUST90969599601,192.99,192.99,1,476491.88
CUST90973075256,1705.57,1705.57,1,116162.84
CUST90974737354,956.28,956.28,1,287319.8
CUST90983190396,647.82,647.82,1,160480.46
CUST90988112099,433.14,433.14,1,132746.37
CUST90992863369,369.07,369.07,1,65224.0
CUST90995011402,259.94,259.94,1,328100.51
CUST91010711578,719.96,719.96,1,496745.42
CUST91011326849,3340.98,3340.98,1,286754.28
CUST91026733580,745.38,745.38,1,291572.36
CUST91027280793,583.89,583.89,1,248803.7
CUST91028561226,226.39,226.39,1,416824.32
CUST91031235783,360.71,360.71,1,226240.95
CUST91031998160,307.74,307.74,1,208129.17
CUST91033413350,6481.6,6481.6,1,178277.19
CUST91034192182,14596.55,14596.55,1,172210.59
CUST91041448787,5193.44,5193.44,1,204356.22
CUST91042719939,1071.17,1071.17,1,174603.56
CUST91043828246,521.25,521.25,1,360840.26
CUST91044110468,1687.68,1687.68,1,19516.4
CUST91046336424,871.9,871.9,1,182985.21
CUST91058447314,416.0,416.0,1,291420.74
CUST91059042848,546.94,546.94,1,434810.22
CUST91079093875,572.87,572.87,1,374460.03
CUST91081995648,102.77,102.77,1,9687.41
CUST91083846389,449.31,449.31,1,483690.42
CUST91083855449,754.56,754.56,1,86762.35
CUST91087409231,2424.07,2424.07,1,21729.02
CUST91093833773,1166.21,1166.21,1,249411.52
CUST91097779327,1575.3,1575.3,1,288863.26
CUST91098927816,699.12,699.12,1,477408.45
CUST91102737068,117.32,117.32,1,472944.17
CUST91107944448,1111.08,1111.08,1,449117.53
CUST91108958943,339.31,339.31,1,453051.09
CUST91109364221,210.01,210.01,1,396008.25
CUST91111978013,433.09,433.09,1,198599.62
CUST91115902372,427.33,427.33,1,279168.69
CUST91120170596,586.79,586.79,1,408699.76
CUST91123083980,6251.04,6251.04,1,150567.66
CUST91124128885,391.04,391.04,1,61097.53
CUST91134704235,682.48,682.48,1,468414.63
CUST91135468320,685.25,685.25,1,261315.11
CUST91156637810,684.27,684.27,1,259348.92
CUST91158464665,1896.9,1896.9,1,106733.74
CUST91163479088,2133.14,2133.14,1,360858.74
CUST91164846088,1223.01,1223.01,1,302886.3
CUST91165396804,1884.29,1884.29,1,127116.47
CUST91165428435,271.49,271.49,1,215387.21
CUST91167115879,183.17,183.17,1,214613.67
CUST91172788423,2522.18,2522.18,1,418063.45
CUST91175134973,331.79,331.79,1,238091.63
